location,date,vaccine,total_vaccinations
Estonia,18-06-21,Pfizer/BioNTech,591484
Estonia,25-06-21,Johnson&Johnson,20359
Estonia,25-06-21,Moderna,89950
Estonia,25-06-21,Oxford/AstraZeneca,225485
Estonia,25-06-21,Pfizer/BioNTech,609245
Estonia,02-07-21,Johnson&Johnson,23549
Estonia,02-07-21,Moderna,94487
Estonia,02-07-21,Oxford/AstraZeneca,233026
Estonia,02-07-21,Pfizer/BioNTech,641847
Estonia,09-07-21,Johnson&Johnson,25698
Estonia,09-07-21,Moderna,98006
Estonia,09-07-21,Oxford/AstraZeneca,234700
Estonia,09-07-21,Pfizer/BioNTech,673895
Estonia,16-07-21,Johnson&Johnson,29527
Estonia,16-07-21,Moderna,100258
Estonia,16-07-21,Oxford/AstraZeneca,235205
Estonia,16-07-21,Pfizer/BioNTech,701268
Estonia,23-07-21,Johnson&Johnson,33695
Estonia,23-07-21,Moderna,102381
Estonia,23-07-21,Oxford/AstraZeneca,235519
Estonia,23-07-21,Pfizer/BioNTech,733282
Estonia,30-07-21,Johnson&Johnson,36535
Estonia,30-07-21,Moderna,105303
Estonia,30-07-21,Oxford/AstraZeneca,235897
Estonia,30-07-21,Pfizer/BioNTech,756594
Estonia,06-08-21,Johnson&Johnson,38191
Estonia,06-08-21,Moderna,106685
Estonia,06-08-21,Oxford/AstraZeneca,236109
Estonia,06-08-21,Pfizer/BioNTech,769293
Finland,01-01-21,Johnson&Johnson,0
Finland,01-01-21,Moderna,42
Finland,01-01-21,Oxford/AstraZeneca,0
Finland,01-01-21,Pfizer/BioNTech,25
Finland,08-01-21,Johnson&Johnson,0
Finland,08-01-21,Moderna,190
Finland,08-01-21,Oxford/AstraZeneca,142
Finland,08-01-21,Pfizer/BioNTech,20999
Finland,15-01-21,Johnson&Johnson,0
Finland,15-01-21,Moderna,236
Finland,15-01-21,Oxford/AstraZeneca,205
Finland,15-01-21,Pfizer/BioNTech,61397
Finland,22-01-21,Johnson&Johnson,0
Finland,22-01-21,Moderna,1161
Finland,22-01-21,Oxford/AstraZeneca,279
Finland,22-01-21,Pfizer/BioNTech,117933
Finland,29-01-21,Johnson&Johnson,0
Finland,29-01-21,Moderna,3796
Finland,29-01-21,Oxford/AstraZeneca,287
Finland,29-01-21,Pfizer/BioNTech,171460
Finland,05-02-21,Johnson&Johnson,0
Finland,05-02-21,Moderna,4677
Finland,05-02-21,Oxford/AstraZeneca,292
Finland,05-02-21,Pfizer/BioNTech,225981
Finland,12-02-21,Johnson&Johnson,0
Finland,12-02-21,Moderna,5945
Finland,12-02-21,Oxford/AstraZeneca,4207
Finland,12-02-21,Pfizer/BioNTech,276656
Finland,19-02-21,Johnson&Johnson,0
Finland,19-02-21,Moderna,10526
Finland,19-02-21,Oxford/AstraZeneca,24260
Finland,19-02-21,Pfizer/BioNTech,336435
Finland,26-02-21,Johnson&Johnson,0
Finland,26-02-21,Moderna,19067
Finland,26-02-21,Oxford/AstraZeneca,55870
Finland,26-02-21,Pfizer/BioNTech,398878
Finland,05-03-21,Johnson&Johnson,0
Finland,05-03-21,Moderna,26969
Finland,05-03-21,Oxford/AstraZeneca,95969
Finland,05-03-21,Pfizer/BioNTech,464673
Finland,12-03-21,Johnson&Johnson,0
Finland,12-03-21,Moderna,38603
Finland,12-03-21,Oxford/AstraZeneca,140306
Finland,12-03-21,Pfizer/BioNTech,532733
Finland,19-03-21,Johnson&Johnson,0
Finland,19-03-21,Moderna,42402
Finland,19-03-21,Oxford/AstraZeneca,184800
Finland,19-03-21,Pfizer/BioNTech,611856
Finland,26-03-21,Johnson&Johnson,0
Finland,26-03-21,Moderna,52397
Finland,26-03-21,Oxford/AstraZeneca,184868
Finland,26-03-21,Pfizer/BioNTech,712179
Finland,02-04-21,Johnson&Johnson,0
Finland,02-04-21,Moderna,69175
Finland,02-04-21,Oxford/AstraZeneca,202158
Finland,02-04-21,Pfizer/BioNTech,811566
Finland,09-04-21,Johnson&Johnson,0
Finland,09-04-21,Moderna,81156
Finland,09-04-21,Oxford/AstraZeneca,243022
Finland,09-04-21,Pfizer/BioNTech,932267
Finland,16-04-21,Johnson&Johnson,0
Finland,16-04-21,Moderna,103178
Finland,16-04-21,Oxford/AstraZeneca,298713
Finland,16-04-21,Pfizer/BioNTech,1088893
Finland,23-04-21,Johnson&Johnson,0
Finland,23-04-21,Moderna,117807
Finland,23-04-21,Oxford/AstraZeneca,335873
Finland,23-04-21,Pfizer/BioNTech,1258172
Finland,30-04-21,Johnson&Johnson,0
Finland,30-04-21,Moderna,137306
Finland,30-04-21,Oxford/AstraZeneca,353400
Finland,30-04-21,Pfizer/BioNTech,1434751
Finland,07-05-21,Johnson&Johnson,0
Finland,07-05-21,Moderna,161686
Finland,07-05-21,Oxford/AstraZeneca,359280
Finland,07-05-21,Pfizer/BioNTech,1648109
Finland,14-05-21,Johnson&Johnson,0
Finland,14-05-21,Moderna,187729
Finland,14-05-21,Oxford/AstraZeneca,367027
Finland,14-05-21,Pfizer/BioNTech,1850125
Finland,21-05-21,Johnson&Johnson,0
Finland,21-05-21,Moderna,221521
Finland,21-05-21,Oxford/AstraZeneca,380095
Finland,21-05-21,Pfizer/BioNTech,2079120
Finland,28-05-21,Johnson&Johnson,0
Finland,28-05-21,Moderna,258019
Finland,28-05-21,Oxford/AstraZeneca,391798
Finland,28-05-21,Pfizer/BioNTech,2304010
Finland,04-06-21,Johnson&Johnson,0
Finland,04-06-21,Moderna,296181
Finland,04-06-21,Oxford/AstraZeneca,404430
Finland,04-06-21,Pfizer/BioNTech,2551697
Finland,11-06-21,Johnson&Johnson,0
Finland,11-06-21,Moderna,325138
Finland,11-06-21,Oxford/AstraZeneca,421518
Finland,11-06-21,Pfizer/BioNTech,2847712
Finland,18-06-21,Johnson&Johnson,0
Finland,18-06-21,Moderna,357987
Finland,18-06-21,Oxford/AstraZeneca,425555
Finland,18-06-21,Pfizer/BioNTech,3150162
Finland,25-06-21,Johnson&Johnson,0
Finland,25-06-21,Moderna,383212
Finland,25-06-21,Oxford/AstraZeneca,438401
Finland,25-06-21,Pfizer/BioNTech,3367520
Finland,02-07-21,Johnson&Johnson,0
Finland,02-07-21,Moderna,409166
Finland,02-07-21,Oxford/AstraZeneca,470814
Finland,02-07-21,Pfizer/BioNTech,3621239
Finland,09-07-21,Johnson&Johnson,0
Finland,09-07-21,Moderna,441019
Finland,09-07-21,Oxford/AstraZeneca,507391
Finland,09-07-21,Pfizer/BioNTech,3850593
Finland,16-07-21,Johnson&Johnson,0
Finland,16-07-21,Moderna,466889
Finland,16-07-21,Oxford/AstraZeneca,535448
Finland,16-07-21,Pfizer/BioNTech,4053810
Finland,23-07-21,Johnson&Johnson,0
Finland,23-07-21,Moderna,498637
Finland,23-07-21,Oxford/AstraZeneca,548692
Finland,23-07-21,Pfizer/BioNTech,4270976
Finland,30-07-21,Johnson&Johnson,0
Finland,30-07-21,Moderna,535241
Finland,30-07-21,Oxford/AstraZeneca,551509
Finland,30-07-21,Pfizer/BioNTech,4495543
Finland,06-08-21,Moderna,549142
Finland,06-08-21,Oxford/AstraZeneca,552077
Finland,06-08-21,Pfizer/BioNTech,4576456
France,27-12-20,Pfizer/BioNTech,169
France,28-12-20,Pfizer/BioNTech,378
France,29-12-20,Pfizer/BioNTech,533
France,30-12-20,Pfizer/BioNTech,712
France,31-12-20,Pfizer/BioNTech,866
France,01-01-21,Pfizer/BioNTech,1027
France,02-01-21,Pfizer/BioNTech,1169
France,03-01-21,Pfizer/BioNTech,1337
France,04-01-21,Pfizer/BioNTech,2928
France,05-01-21,Pfizer/BioNTech,8474
France,06-01-21,Pfizer/BioNTech,19916
France,07-01-21,Pfizer/BioNTech,48788
France,08-01-21,Pfizer/BioNTech,85311
France,09-01-21,Pfizer/BioNTech,96321
France,10-01-21,Pfizer/BioNTech,102021
France,11-01-21,Pfizer/BioNTech,141419
France,12-01-21,Pfizer/BioNTech,202760
France,13-01-21,Pfizer/BioNTech,267073
France,14-01-21,Moderna,489
France,14-01-21,Pfizer/BioNTech,347523
France,15-01-21,Moderna,743
France,15-01-21,Pfizer/BioNTech,415423
France,16-01-21,Moderna,955
France,16-01-21,Pfizer/BioNTech,435175
France,17-01-21,Moderna,977
France,17-01-21,Pfizer/BioNTech,445792
France,18-01-21,Moderna,3933
France,18-01-21,Pfizer/BioNTech,527978
France,19-01-21,Moderna,8498
France,19-01-21,Pfizer/BioNTech,652973
France,20-01-21,Moderna,13468
France,20-01-21,Pfizer/BioNTech,784353
France,21-01-21,Moderna,18640
France,21-01-21,Pfizer/BioNTech,935887
France,22-01-21,Moderna,23579
France,22-01-21,Pfizer/BioNTech,1050802
France,23-01-21,Moderna,25340
France,23-01-21,Pfizer/BioNTech,1087143
France,24-01-21,Moderna,25456
France,24-01-21,Pfizer/BioNTech,1096519
France,25-01-21,Moderna,29153
France,25-01-21,Pfizer/BioNTech,1171396
France,26-01-21,Moderna,32939
France,26-01-21,Pfizer/BioNTech,1270209
France,27-01-21,Moderna,36407
France,27-01-21,Pfizer/BioNTech,1378631
France,28-01-21,Moderna,39970
France,28-01-21,Pfizer/BioNTech,1512678
France,29-01-21,Moderna,43101
France,29-01-21,Pfizer/BioNTech,1618204
France,30-01-21,Moderna,44178
France,30-01-21,Pfizer/BioNTech,1650171
France,31-01-21,Moderna,44187
France,31-01-21,Pfizer/BioNTech,1656824
France,01-02-21,Moderna,47480
France,01-02-21,Pfizer/BioNTech,1726595
France,02-02-21,Moderna,51824
France,02-02-21,Pfizer/BioNTech,1828088
France,03-02-21,Moderna,56888
France,03-02-21,Pfizer/BioNTech,1931418
France,04-02-21,Moderna,61666
France,04-02-21,Pfizer/BioNTech,2057794
France,05-02-21,Moderna,66328
France,05-02-21,Pfizer/BioNTech,2165960
France,06-02-21,Moderna,68281
France,06-02-21,Oxford/AstraZeneca,542
France,06-02-21,Pfizer/BioNTech,2195514
France,07-02-21,Moderna,68329
France,07-02-21,Oxford/AstraZeneca,1908
France,07-02-21,Pfizer/BioNTech,2204044
France,08-02-21,Moderna,75784
France,08-02-21,Oxford/AstraZeneca,4573
France,08-02-21,Pfizer/BioNTech,2286068
France,09-02-21,Moderna,84084
France,09-02-21,Oxford/AstraZeneca,11245
France,09-02-21,Pfizer/BioNTech,2408741
France,10-02-21,Moderna,93314
France,10-02-21,Oxford/AstraZeneca,20636
France,10-02-21,Pfizer/BioNTech,2536646
France,11-02-21,Moderna,103472
France,11-02-21,Oxford/AstraZeneca,34068
France,11-02-21,Pfizer/BioNTech,2698399
France,12-02-21,Moderna,113570
France,12-02-21,Oxford/AstraZeneca,47208
France,12-02-21,Pfizer/BioNTech,2827616
France,13-02-21,Moderna,116836
France,13-02-21,Oxford/AstraZeneca,50772
France,13-02-21,Pfizer/BioNTech,2862120
France,14-02-21,Moderna,117140
France,14-02-21,Oxford/AstraZeneca,51651
France,14-02-21,Pfizer/BioNTech,2872804
France,15-02-21,Moderna,123584
France,15-02-21,Oxford/AstraZeneca,61869
France,15-02-21,Pfizer/BioNTech,2969993
France,16-02-21,Moderna,132424
France,16-02-21,Oxford/AstraZeneca,74148
France,16-02-21,Pfizer/BioNTech,3099145
France,17-02-21,Moderna,140967
France,17-02-21,Oxford/AstraZeneca,85057
France,17-02-21,Pfizer/BioNTech,3232332
France,18-02-21,Moderna,151349
France,18-02-21,Oxford/AstraZeneca,99741
France,18-02-21,Pfizer/BioNTech,3394480
France,19-02-21,Moderna,160910
France,19-02-21,Oxford/AstraZeneca,113943
France,19-02-21,Pfizer/BioNTech,3525751
France,20-02-21,Moderna,164203
France,20-02-21,Oxford/AstraZeneca,117157
France,20-02-21,Pfizer/BioNTech,3565824
France,21-02-21,Moderna,164495
France,21-02-21,Oxford/AstraZeneca,117715
France,21-02-21,Pfizer/BioNTech,3574319
France,22-02-21,Moderna,171762
France,22-02-21,Oxford/AstraZeneca,126699
France,22-02-21,Pfizer/BioNTech,3668001
France,23-02-21,Moderna,180307
France,23-02-21,Oxford/AstraZeneca,137891
France,23-02-21,Pfizer/BioNTech,3785300
France,24-02-21,Moderna,188639
France,24-02-21,Oxford/AstraZeneca,151928
France,24-02-21,Pfizer/BioNTech,3902829
France,25-02-21,Moderna,197402
France,25-02-21,Oxford/AstraZeneca,196574
France,25-02-21,Pfizer/BioNTech,4040280
France,26-02-21,Moderna,204773
France,26-02-21,Oxford/AstraZeneca,258216
France,26-02-21,Pfizer/BioNTech,4154709
France,27-02-21,Moderna,207345
France,27-02-21,Oxford/AstraZeneca,292845
France,27-02-21,Pfizer/BioNTech,4191004
France,28-02-21,Moderna,207495
France,28-02-21,Oxford/AstraZeneca,295229
France,28-02-21,Pfizer/BioNTech,4198694
France,01-03-21,Moderna,216261
France,01-03-21,Oxford/AstraZeneca,315369
France,01-03-21,Pfizer/BioNTech,4286842
France,02-03-21,Moderna,227356
France,02-03-21,Oxford/AstraZeneca,353950
France,02-03-21,Pfizer/BioNTech,4403490
France,03-03-21,Moderna,238573
France,03-03-21,Oxford/AstraZeneca,402266
France,03-03-21,Pfizer/BioNTech,4524230
France,04-03-21,Moderna,250718
France,04-03-21,Oxford/AstraZeneca,484064
France,04-03-21,Pfizer/BioNTech,4661098
France,05-03-21,Moderna,262603
France,05-03-21,Oxford/AstraZeneca,601771
France,05-03-21,Pfizer/BioNTech,4794113
France,06-03-21,Moderna,268949
France,06-03-21,Oxford/AstraZeneca,721978
France,06-03-21,Pfizer/BioNTech,4892008
France,07-03-21,Moderna,271292
France,07-03-21,Oxford/AstraZeneca,776917
France,07-03-21,Pfizer/BioNTech,4960664
France,08-03-21,Moderna,283618
France,08-03-21,Oxford/AstraZeneca,819394
France,08-03-21,Pfizer/BioNTech,5062412
France,09-03-21,Moderna,299373
France,09-03-21,Oxford/AstraZeneca,897987
France,09-03-21,Pfizer/BioNTech,5195758
France,10-03-21,Moderna,315395
France,10-03-21,Oxford/AstraZeneca,978431
France,10-03-21,Pfizer/BioNTech,5333498
France,11-03-21,Moderna,333776
France,11-03-21,Oxford/AstraZeneca,1106427
France,11-03-21,Pfizer/BioNTech,5491201
France,12-03-21,Moderna,349720
France,12-03-21,Oxford/AstraZeneca,1288649
France,12-03-21,Pfizer/BioNTech,5639503
France,13-03-21,Moderna,362152
France,13-03-21,Oxford/AstraZeneca,1420433
France,13-03-21,Pfizer/BioNTech,5740501
France,14-03-21,Moderna,367336
France,14-03-21,Oxford/AstraZeneca,1434346
France,14-03-21,Pfizer/BioNTech,5787485
France,15-03-21,Moderna,381544
France,15-03-21,Oxford/AstraZeneca,1486225
France,15-03-21,Pfizer/BioNTech,5911051
France,16-03-21,Moderna,402729
France,16-03-21,Oxford/AstraZeneca,1487240
France,16-03-21,Pfizer/BioNTech,6068546
France,17-03-21,Moderna,426688
France,17-03-21,Oxford/AstraZeneca,1488004
France,17-03-21,Pfizer/BioNTech,6231723
France,18-03-21,Moderna,454672
France,18-03-21,Oxford/AstraZeneca,1489337
France,18-03-21,Pfizer/BioNTech,6413224
France,19-03-21,Moderna,482249
France,19-03-21,Oxford/AstraZeneca,1559472
France,19-03-21,Pfizer/BioNTech,6581316
France,20-03-21,Moderna,509037
France,20-03-21,Oxford/AstraZeneca,1624446
France,20-03-21,Pfizer/BioNTech,6666899
France,21-03-21,Moderna,526725
France,21-03-21,Oxford/AstraZeneca,1630048
France,21-03-21,Pfizer/BioNTech,6695399
France,22-03-21,Moderna,547333
France,22-03-21,Oxford/AstraZeneca,1667251
France,22-03-21,Pfizer/BioNTech,6840272
France,23-03-21,Moderna,573923
France,23-03-21,Oxford/AstraZeneca,1751515
France,23-03-21,Pfizer/BioNTech,7020328
France,24-03-21,Moderna,602600
France,24-03-21,Oxford/AstraZeneca,1842143
France,24-03-21,Pfizer/BioNTech,7199899
France,25-03-21,Moderna,634064
France,25-03-21,Oxford/AstraZeneca,1991856
France,25-03-21,Pfizer/BioNTech,7403374
France,26-03-21,Moderna,665024
France,26-03-21,Oxford/AstraZeneca,2156983
France,26-03-21,Pfizer/BioNTech,7606241
France,27-03-21,Moderna,682084
France,27-03-21,Oxford/AstraZeneca,2225210
France,27-03-21,Pfizer/BioNTech,7731789
France,28-03-21,Moderna,692646
France,28-03-21,Oxford/AstraZeneca,2231569
France,28-03-21,Pfizer/BioNTech,7777336
France,29-03-21,Moderna,715697
France,29-03-21,Oxford/AstraZeneca,2285489
France,29-03-21,Pfizer/BioNTech,7956325
France,30-03-21,Moderna,745995
France,30-03-21,Oxford/AstraZeneca,2378405
France,30-03-21,Pfizer/BioNTech,8186446
France,31-03-21,Moderna,780224
France,31-03-21,Oxford/AstraZeneca,2441673
France,31-03-21,Pfizer/BioNTech,8423102
France,01-04-21,Moderna,822891
France,01-04-21,Oxford/AstraZeneca,2527494
France,01-04-21,Pfizer/BioNTech,8694811
France,02-04-21,Moderna,860284
France,02-04-21,Oxford/AstraZeneca,2614238
France,02-04-21,Pfizer/BioNTech,8942374
France,03-04-21,Moderna,880671
France,03-04-21,Oxford/AstraZeneca,2650003
France,03-04-21,Pfizer/BioNTech,9088008
France,04-04-21,Moderna,890797
France,04-04-21,Oxford/AstraZeneca,2653467
France,04-04-21,Pfizer/BioNTech,9138289
France,05-04-21,Moderna,903824
France,05-04-21,Oxford/AstraZeneca,2657821
France,05-04-21,Pfizer/BioNTech,9191287
France,06-04-21,Moderna,937633
France,06-04-21,Oxford/AstraZeneca,2687310
France,06-04-21,Pfizer/BioNTech,9450887
France,07-04-21,Moderna,975478
France,07-04-21,Oxford/AstraZeneca,2719360
France,07-04-21,Pfizer/BioNTech,9754339
France,08-04-21,Moderna,1020925
France,08-04-21,Oxford/AstraZeneca,2798047
France,08-04-21,Pfizer/BioNTech,10086701
France,09-04-21,Moderna,1063050
France,09-04-21,Oxford/AstraZeneca,2959807
France,09-04-21,Pfizer/BioNTech,10406924
France,10-04-21,Moderna,1091543
France,10-04-21,Oxford/AstraZeneca,3035588
France,10-04-21,Pfizer/BioNTech,10596690
France,11-04-21,Moderna,1103657
France,11-04-21,Oxford/AstraZeneca,3042801
France,11-04-21,Pfizer/BioNTech,10667264
France,12-04-21,Moderna,1131829
France,12-04-21,Oxford/AstraZeneca,3094125
France,12-04-21,Pfizer/BioNTech,10938207
France,13-04-21,Moderna,1167504
France,13-04-21,Oxford/AstraZeneca,3180300
France,13-04-21,Pfizer/BioNTech,11268586
France,14-04-21,Moderna,1201559
France,14-04-21,Oxford/AstraZeneca,3248046
France,14-04-21,Pfizer/BioNTech,11597858
France,15-04-21,Moderna,1244264
France,15-04-21,Oxford/AstraZeneca,3341114
France,15-04-21,Pfizer/BioNTech,11943883
France,16-04-21,Moderna,1284831
France,16-04-21,Oxford/AstraZeneca,3453834
France,16-04-21,Pfizer/BioNTech,12273680
France,17-04-21,Moderna,1320409
France,17-04-21,Oxford/AstraZeneca,3507210
France,17-04-21,Pfizer/BioNTech,12462494
France,18-04-21,Moderna,1340634
France,18-04-21,Oxford/AstraZeneca,3516824
France,18-04-21,Pfizer/BioNTech,12518922
France,19-04-21,Moderna,1373452
France,19-04-21,Oxford/AstraZeneca,3541857
France,19-04-21,Pfizer/BioNTech,12803307
France,20-04-21,Moderna,1414087
France,20-04-21,Oxford/AstraZeneca,3587535
France,20-04-21,Pfizer/BioNTech,13139836
France,21-04-21,Moderna,1455729
France,21-04-21,Oxford/AstraZeneca,3626578
France,21-04-21,Pfizer/BioNTech,13478920
France,22-04-21,Moderna,1504112
France,22-04-21,Oxford/AstraZeneca,3681751
France,22-04-21,Pfizer/BioNTech,13848877
France,23-04-21,Johnson&Johnson,1941
France,23-04-21,Moderna,1553758
France,23-04-21,Oxford/AstraZeneca,3752936
France,23-04-21,Pfizer/BioNTech,14203357
France,24-04-21,Johnson&Johnson,3498
France,24-04-21,Moderna,1594000
France,24-04-21,Oxford/AstraZeneca,3790913
France,24-04-21,Pfizer/BioNTech,14424252
France,25-04-21,Johnson&Johnson,3617
France,25-04-21,Moderna,1612112
France,25-04-21,Oxford/AstraZeneca,3797103
France,25-04-21,Pfizer/BioNTech,14507456
France,26-04-21,Johnson&Johnson,6463
France,26-04-21,Moderna,1646283
France,26-04-21,Oxford/AstraZeneca,3817217
France,26-04-21,Pfizer/BioNTech,14825639
France,27-04-21,Johnson&Johnson,15905
France,27-04-21,Moderna,1689659
France,27-04-21,Oxford/AstraZeneca,3852587
France,27-04-21,Pfizer/BioNTech,15207415
France,28-04-21,Johnson&Johnson,25742
France,28-04-21,Moderna,1737980
France,28-04-21,Oxford/AstraZeneca,3883187
France,28-04-21,Pfizer/BioNTech,15599299
France,29-04-21,Johnson&Johnson,41685
France,29-04-21,Moderna,1793368
France,29-04-21,Oxford/AstraZeneca,3934212
France,29-04-21,Pfizer/BioNTech,16027797
France,30-04-21,Johnson&Johnson,60842
France,30-04-21,Moderna,1846534
France,30-04-21,Oxford/AstraZeneca,3998343
France,30-04-21,Pfizer/BioNTech,16446129
France,01-05-21,Johnson&Johnson,62783
France,01-05-21,Moderna,1871238
France,01-05-21,Oxford/AstraZeneca,4009648
France,01-05-21,Pfizer/BioNTech,16625643
France,02-05-21,Johnson&Johnson,63238
France,02-05-21,Moderna,1886974
France,02-05-21,Oxford/AstraZeneca,4013040
France,02-05-21,Pfizer/BioNTech,16734517
France,03-05-21,Johnson&Johnson,68214
France,03-05-21,Moderna,1926082
France,03-05-21,Oxford/AstraZeneca,4029698
France,03-05-21,Pfizer/BioNTech,17129090
France,04-05-21,Johnson&Johnson,76518
France,04-05-21,Moderna,1973238
France,04-05-21,Oxford/AstraZeneca,4060898
France,04-05-21,Pfizer/BioNTech,17579278
France,05-05-21,Johnson&Johnson,82574
France,05-05-21,Moderna,2020723
France,05-05-21,Oxford/AstraZeneca,4089858
France,05-05-21,Pfizer/BioNTech,18044144
France,06-05-21,Johnson&Johnson,93871
France,06-05-21,Moderna,2079303
France,06-05-21,Oxford/AstraZeneca,4145032
France,06-05-21,Pfizer/BioNTech,18534021
France,07-05-21,Johnson&Johnson,112848
France,07-05-21,Moderna,2137562
France,07-05-21,Oxford/AstraZeneca,4217297
France,07-05-21,Pfizer/BioNTech,19011598
France,08-05-21,Johnson&Johnson,115138
France,08-05-21,Moderna,2168382
France,08-05-21,Oxford/AstraZeneca,4232733
France,08-05-21,Pfizer/BioNTech,19250253
France,09-05-21,Johnson&Johnson,115772
France,09-05-21,Moderna,2189330
France,09-05-21,Oxford/AstraZeneca,4237051
France,09-05-21,Pfizer/BioNTech,19399860
France,10-05-21,Johnson&Johnson,122915
France,10-05-21,Moderna,2244160
France,10-05-21,Oxford/AstraZeneca,4264285
France,10-05-21,Pfizer/BioNTech,19848375
France,11-05-21,Johnson&Johnson,137116
France,11-05-21,Moderna,2308531
France,11-05-21,Oxford/AstraZeneca,4316735
France,11-05-21,Pfizer/BioNTech,20376060
France,12-05-21,Johnson&Johnson,147163
France,12-05-21,Moderna,2378062
France,12-05-21,Oxford/AstraZeneca,4361163
France,12-05-21,Pfizer/BioNTech,20915216
France,13-05-21,Johnson&Johnson,148643
France,13-05-21,Moderna,2434776
France,13-05-21,Oxford/AstraZeneca,4366751
France,13-05-21,Pfizer/BioNTech,21243709
France,14-05-21,Johnson&Johnson,156294
France,14-05-21,Moderna,2508707
France,14-05-21,Oxford/AstraZeneca,4406737
France,14-05-21,Pfizer/BioNTech,21739955
France,15-05-21,Johnson&Johnson,159932
France,15-05-21,Moderna,2581441
France,15-05-21,Oxford/AstraZeneca,4434475
France,15-05-21,Pfizer/BioNTech,22101161
France,16-05-21,Johnson&Johnson,160308
France,16-05-21,Moderna,2627325
France,16-05-21,Oxford/AstraZeneca,4438026
France,16-05-21,Pfizer/BioNTech,22273429
France,17-05-21,Johnson&Johnson,164679
France,17-05-21,Moderna,2684326
France,17-05-21,Oxford/AstraZeneca,4465597
France,17-05-21,Pfizer/BioNTech,22706636
France,18-05-21,Johnson&Johnson,173332
France,18-05-21,Moderna,2750835
France,18-05-21,Oxford/AstraZeneca,4508333
France,18-05-21,Pfizer/BioNTech,23197555
France,19-05-21,Johnson&Johnson,178911
France,19-05-21,Moderna,2818251
France,19-05-21,Oxford/AstraZeneca,4549151
France,19-05-21,Pfizer/BioNTech,23692922
France,20-05-21,Johnson&Johnson,188212
France,20-05-21,Moderna,2892133
France,20-05-21,Oxford/AstraZeneca,4614843
France,20-05-21,Pfizer/BioNTech,24207657
France,21-05-21,Johnson&Johnson,200849
France,21-05-21,Moderna,2967711
France,21-05-21,Oxford/AstraZeneca,4692830
France,21-05-21,Pfizer/BioNTech,24702057
France,22-05-21,Johnson&Johnson,205822
France,22-05-21,Moderna,3033427
France,22-05-21,Oxford/AstraZeneca,4730884
France,22-05-21,Pfizer/BioNTech,25018249
France,23-05-21,Johnson&Johnson,206267
France,23-05-21,Moderna,3071296
France,23-05-21,Oxford/AstraZeneca,4734084
France,23-05-21,Pfizer/BioNTech,25151762
France,24-05-21,Johnson&Johnson,207233
France,24-05-21,Moderna,3090322
France,24-05-21,Oxford/AstraZeneca,4739623
France,24-05-21,Pfizer/BioNTech,25420626
France,25-05-21,Johnson&Johnson,214697
France,25-05-21,Moderna,3123353
France,25-05-21,Oxford/AstraZeneca,4789800
France,25-05-21,Pfizer/BioNTech,25916073
France,26-05-21,Johnson&Johnson,222310
France,26-05-21,Moderna,3154369
France,26-05-21,Oxford/AstraZeneca,4845532
France,26-05-21,Pfizer/BioNTech,26419982
France,27-05-21,Johnson&Johnson,236513
France,27-05-21,Moderna,3189681
France,27-05-21,Oxford/AstraZeneca,4929394
France,27-05-21,Pfizer/BioNTech,26951758
France,28-05-21,Johnson&Johnson,262950
France,28-05-21,Moderna,3233746
France,28-05-21,Oxford/AstraZeneca,5035753
France,28-05-21,Pfizer/BioNTech,27461089
France,29-05-21,Johnson&Johnson,274187
France,29-05-21,Moderna,3272139
France,29-05-21,Oxford/AstraZeneca,5099160
France,29-05-21,Pfizer/BioNTech,27794774
France,30-05-21,Johnson&Johnson,275059
France,30-05-21,Moderna,3278501
France,30-05-21,Oxford/AstraZeneca,5107790
France,30-05-21,Pfizer/BioNTech,27917567
France,31-05-21,Johnson&Johnson,287557
France,31-05-21,Moderna,3325598
France,31-05-21,Oxford/AstraZeneca,5145914
France,31-05-21,Pfizer/BioNTech,28378790
France,01-06-21,Johnson&Johnson,307561
France,01-06-21,Moderna,3390847
France,01-06-21,Oxford/AstraZeneca,5213778
France,01-06-21,Pfizer/BioNTech,28898905
France,02-06-21,Johnson&Johnson,321893
France,02-06-21,Moderna,3447286
France,02-06-21,Oxford/AstraZeneca,5274580
France,02-06-21,Pfizer/BioNTech,29409800
France,03-06-21,Johnson&Johnson,341145
France,03-06-21,Moderna,3521577
France,03-06-21,Oxford/AstraZeneca,5365395
France,03-06-21,Pfizer/BioNTech,29941803
France,04-06-21,Johnson&Johnson,363412
France,04-06-21,Moderna,3610869
France,04-06-21,Oxford/AstraZeneca,5474415
France,04-06-21,Pfizer/BioNTech,30476952
France,05-06-21,Johnson&Johnson,373023
France,05-06-21,Moderna,3669195
France,05-06-21,Oxford/AstraZeneca,5528470
France,05-06-21,Pfizer/BioNTech,30846026
France,06-06-21,Johnson&Johnson,373957
France,06-06-21,Moderna,3680222
France,06-06-21,Oxford/AstraZeneca,5534153
France,06-06-21,Pfizer/BioNTech,31008684
France,07-06-21,Johnson&Johnson,382956
France,07-06-21,Moderna,3731218
France,07-06-21,Oxford/AstraZeneca,5566466
France,07-06-21,Pfizer/BioNTech,31512877
France,08-06-21,Johnson&Johnson,397380
France,08-06-21,Moderna,3800246
France,08-06-21,Oxford/AstraZeneca,5615482
France,08-06-21,Pfizer/BioNTech,32061035
France,09-06-21,Johnson&Johnson,409410
France,09-06-21,Moderna,3855187
