location,date,vaccine,total_vaccinations
Switzerland,02-02-21,Pfizer/BioNTech,210465
Switzerland,03-02-21,Moderna,143607
Switzerland,03-02-21,Pfizer/BioNTech,218437
Switzerland,04-02-21,Moderna,153986
Switzerland,04-02-21,Pfizer/BioNTech,228677
Switzerland,05-02-21,Moderna,163301
Switzerland,05-02-21,Pfizer/BioNTech,238775
Switzerland,06-02-21,Moderna,164477
Switzerland,06-02-21,Pfizer/BioNTech,240927
Switzerland,07-02-21,Moderna,165053
Switzerland,07-02-21,Pfizer/BioNTech,241546
Switzerland,08-02-21,Moderna,173075
Switzerland,08-02-21,Pfizer/BioNTech,252063
Switzerland,09-02-21,Moderna,183554
Switzerland,09-02-21,Pfizer/BioNTech,267073
Switzerland,10-02-21,Moderna,195301
Switzerland,10-02-21,Pfizer/BioNTech,282236
Switzerland,11-02-21,Moderna,207116
Switzerland,11-02-21,Pfizer/BioNTech,297989
Switzerland,12-02-21,Moderna,220604
Switzerland,12-02-21,Pfizer/BioNTech,310992
Switzerland,13-02-21,Moderna,225765
Switzerland,13-02-21,Pfizer/BioNTech,312773
Switzerland,14-02-21,Moderna,226495
Switzerland,14-02-21,Pfizer/BioNTech,313386
Switzerland,15-02-21,Moderna,236108
Switzerland,15-02-21,Pfizer/BioNTech,322677
Switzerland,16-02-21,Moderna,249341
Switzerland,16-02-21,Pfizer/BioNTech,334445
Switzerland,17-02-21,Moderna,262219
Switzerland,17-02-21,Pfizer/BioNTech,345792
Switzerland,18-02-21,Moderna,277238
Switzerland,18-02-21,Pfizer/BioNTech,359385
Switzerland,19-02-21,Moderna,289459
Switzerland,19-02-21,Pfizer/BioNTech,371656
Switzerland,20-02-21,Moderna,294139
Switzerland,20-02-21,Pfizer/BioNTech,374200
Switzerland,21-02-21,Moderna,294912
Switzerland,21-02-21,Pfizer/BioNTech,375046
Switzerland,22-02-21,Moderna,306099
Switzerland,22-02-21,Pfizer/BioNTech,383788
Switzerland,23-02-21,Moderna,322234
Switzerland,23-02-21,Pfizer/BioNTech,394287
Switzerland,24-02-21,Moderna,339315
Switzerland,24-02-21,Pfizer/BioNTech,405454
Switzerland,25-02-21,Moderna,357115
Switzerland,25-02-21,Pfizer/BioNTech,417149
Switzerland,26-02-21,Moderna,372714
Switzerland,26-02-21,Pfizer/BioNTech,426249
Switzerland,27-02-21,Moderna,376803
Switzerland,27-02-21,Pfizer/BioNTech,428642
Switzerland,28-02-21,Moderna,377864
Switzerland,28-02-21,Pfizer/BioNTech,429568
Switzerland,01-03-21,Moderna,391115
Switzerland,01-03-21,Pfizer/BioNTech,438585
Switzerland,02-03-21,Moderna,406224
Switzerland,02-03-21,Pfizer/BioNTech,449439
Switzerland,03-03-21,Moderna,424055
Switzerland,03-03-21,Pfizer/BioNTech,463490
Switzerland,04-03-21,Moderna,443148
Switzerland,04-03-21,Pfizer/BioNTech,477912
Switzerland,05-03-21,Moderna,459117
Switzerland,05-03-21,Pfizer/BioNTech,491088
Switzerland,06-03-21,Moderna,462748
Switzerland,06-03-21,Pfizer/BioNTech,493751
Switzerland,07-03-21,Moderna,463570
Switzerland,07-03-21,Pfizer/BioNTech,494885
Switzerland,08-03-21,Moderna,475277
Switzerland,08-03-21,Pfizer/BioNTech,506619
Switzerland,09-03-21,Moderna,491212
Switzerland,09-03-21,Pfizer/BioNTech,521164
Switzerland,10-03-21,Moderna,506664
Switzerland,10-03-21,Pfizer/BioNTech,535929
Switzerland,11-03-21,Moderna,523221
Switzerland,11-03-21,Pfizer/BioNTech,551556
Switzerland,12-03-21,Moderna,537052
Switzerland,12-03-21,Pfizer/BioNTech,565135
Switzerland,13-03-21,Moderna,541214
Switzerland,13-03-21,Pfizer/BioNTech,566978
Switzerland,14-03-21,Moderna,541794
Switzerland,14-03-21,Pfizer/BioNTech,567846
Switzerland,15-03-21,Moderna,551904
Switzerland,15-03-21,Pfizer/BioNTech,578808
Switzerland,16-03-21,Moderna,564824
Switzerland,16-03-21,Pfizer/BioNTech,594769
Switzerland,17-03-21,Moderna,578613
Switzerland,17-03-21,Pfizer/BioNTech,612616
Switzerland,18-03-21,Moderna,593455
Switzerland,18-03-21,Pfizer/BioNTech,631096
Switzerland,19-03-21,Moderna,605762
Switzerland,19-03-21,Pfizer/BioNTech,646725
Switzerland,20-03-21,Moderna,609017
Switzerland,20-03-21,Pfizer/BioNTech,649621
Switzerland,21-03-21,Moderna,609159
Switzerland,21-03-21,Pfizer/BioNTech,650829
Switzerland,22-03-21,Moderna,620463
Switzerland,22-03-21,Pfizer/BioNTech,664365
Switzerland,23-03-21,Moderna,637010
Switzerland,23-03-21,Pfizer/BioNTech,680239
Switzerland,24-03-21,Moderna,656025
Switzerland,24-03-21,Pfizer/BioNTech,696399
Switzerland,25-03-21,Moderna,681069
Switzerland,25-03-21,Pfizer/BioNTech,710290
Switzerland,26-03-21,Moderna,702336
Switzerland,26-03-21,Pfizer/BioNTech,725117
Switzerland,27-03-21,Moderna,709088
Switzerland,27-03-21,Pfizer/BioNTech,728414
Switzerland,28-03-21,Moderna,710379
Switzerland,28-03-21,Pfizer/BioNTech,730713
Switzerland,29-03-21,Moderna,730831
Switzerland,29-03-21,Pfizer/BioNTech,743448
Switzerland,30-03-21,Moderna,756646
Switzerland,30-03-21,Pfizer/BioNTech,759070
Switzerland,31-03-21,Moderna,779393
Switzerland,31-03-21,Pfizer/BioNTech,775117
Switzerland,01-04-21,Moderna,803166
Switzerland,01-04-21,Pfizer/BioNTech,792822
Switzerland,02-04-21,Moderna,808487
Switzerland,02-04-21,Pfizer/BioNTech,797925
Switzerland,03-04-21,Moderna,810815
Switzerland,03-04-21,Pfizer/BioNTech,802056
Switzerland,04-04-21,Moderna,811433
Switzerland,04-04-21,Pfizer/BioNTech,803172
Switzerland,05-04-21,Moderna,813524
Switzerland,05-04-21,Pfizer/BioNTech,806972
Switzerland,06-04-21,Moderna,830945
Switzerland,06-04-21,Pfizer/BioNTech,827866
Switzerland,07-04-21,Moderna,852329
Switzerland,07-04-21,Pfizer/BioNTech,853018
Switzerland,08-04-21,Moderna,878032
Switzerland,08-04-21,Pfizer/BioNTech,879538
Switzerland,09-04-21,Moderna,903551
Switzerland,09-04-21,Pfizer/BioNTech,901801
Switzerland,10-04-21,Moderna,912661
Switzerland,10-04-21,Pfizer/BioNTech,907288
Switzerland,11-04-21,Moderna,914495
Switzerland,11-04-21,Pfizer/BioNTech,909578
Switzerland,12-04-21,Moderna,932325
Switzerland,12-04-21,Pfizer/BioNTech,936252
Switzerland,13-04-21,Moderna,955970
Switzerland,13-04-21,Pfizer/BioNTech,966867
Switzerland,14-04-21,Moderna,981679
Switzerland,14-04-21,Pfizer/BioNTech,998300
Switzerland,15-04-21,Moderna,1010271
Switzerland,15-04-21,Pfizer/BioNTech,1028014
Switzerland,16-04-21,Moderna,1037858
Switzerland,16-04-21,Pfizer/BioNTech,1055190
Switzerland,17-04-21,Moderna,1048979
Switzerland,17-04-21,Pfizer/BioNTech,1062095
Switzerland,18-04-21,Moderna,1050671
Switzerland,18-04-21,Pfizer/BioNTech,1066797
Switzerland,19-04-21,Moderna,1071739
Switzerland,19-04-21,Pfizer/BioNTech,1097517
Switzerland,20-04-21,Moderna,1101911
Switzerland,20-04-21,Pfizer/BioNTech,1131480
Switzerland,21-04-21,Moderna,1136078
Switzerland,21-04-21,Pfizer/BioNTech,1165107
Switzerland,22-04-21,Moderna,1178870
Switzerland,22-04-21,Pfizer/BioNTech,1197087
Switzerland,23-04-21,Moderna,1213659
Switzerland,23-04-21,Pfizer/BioNTech,1228927
Switzerland,24-04-21,Moderna,1231584
Switzerland,24-04-21,Pfizer/BioNTech,1238302
Switzerland,25-04-21,Moderna,1237226
Switzerland,25-04-21,Pfizer/BioNTech,1244717
Switzerland,26-04-21,Moderna,1266983
Switzerland,26-04-21,Pfizer/BioNTech,1272130
Switzerland,27-04-21,Moderna,1308073
Switzerland,27-04-21,Pfizer/BioNTech,1305683
Switzerland,28-04-21,Moderna,1346965
Switzerland,28-04-21,Pfizer/BioNTech,1340600
Switzerland,29-04-21,Moderna,1387958
Switzerland,29-04-21,Pfizer/BioNTech,1372799
Switzerland,30-04-21,Moderna,1423838
Switzerland,30-04-21,Pfizer/BioNTech,1401428
Switzerland,01-05-21,Moderna,1441276
Switzerland,01-05-21,Pfizer/BioNTech,1414130
Switzerland,02-05-21,Moderna,1447563
Switzerland,02-05-21,Pfizer/BioNTech,1420468
Switzerland,03-05-21,Moderna,1476124
Switzerland,03-05-21,Pfizer/BioNTech,1452856
Switzerland,04-05-21,Moderna,1515861
Switzerland,04-05-21,Pfizer/BioNTech,1489433
Switzerland,05-05-21,Moderna,1560907
Switzerland,05-05-21,Pfizer/BioNTech,1523417
Switzerland,06-05-21,Moderna,1616211
Switzerland,06-05-21,Pfizer/BioNTech,1558922
Switzerland,07-05-21,Moderna,1672783
Switzerland,07-05-21,Pfizer/BioNTech,1588469
Switzerland,08-05-21,Moderna,1698613
Switzerland,08-05-21,Pfizer/BioNTech,1603176
Switzerland,09-05-21,Moderna,1709036
Switzerland,09-05-21,Pfizer/BioNTech,1608858
Switzerland,10-05-21,Moderna,1757415
Switzerland,10-05-21,Pfizer/BioNTech,1641727
Switzerland,11-05-21,Moderna,1815907
Switzerland,11-05-21,Pfizer/BioNTech,1679679
Switzerland,12-05-21,Moderna,1876651
Switzerland,12-05-21,Pfizer/BioNTech,1717303
Switzerland,13-05-21,Moderna,1905331
Switzerland,13-05-21,Pfizer/BioNTech,1734632
Switzerland,14-05-21,Moderna,1957797
Switzerland,14-05-21,Pfizer/BioNTech,1764145
Switzerland,15-05-21,Moderna,1987318
Switzerland,15-05-21,Pfizer/BioNTech,1778818
Switzerland,16-05-21,Moderna,1998953
Switzerland,16-05-21,Pfizer/BioNTech,1786212
Switzerland,17-05-21,Moderna,2050332
Switzerland,17-05-21,Pfizer/BioNTech,1819591
Switzerland,18-05-21,Moderna,2113676
Switzerland,18-05-21,Pfizer/BioNTech,1857028
Switzerland,19-05-21,Moderna,2181965
Switzerland,19-05-21,Pfizer/BioNTech,1891588
Switzerland,20-05-21,Moderna,2257334
Switzerland,20-05-21,Pfizer/BioNTech,1926202
Switzerland,21-05-21,Moderna,2325788
Switzerland,21-05-21,Pfizer/BioNTech,1960109
Switzerland,22-05-21,Moderna,2359600
Switzerland,22-05-21,Pfizer/BioNTech,1973977
Switzerland,23-05-21,Moderna,2373582
Switzerland,23-05-21,Pfizer/BioNTech,1978719
Switzerland,24-05-21,Moderna,2407827
Switzerland,24-05-21,Pfizer/BioNTech,1995035
Switzerland,25-05-21,Moderna,2474016
Switzerland,25-05-21,Pfizer/BioNTech,2030875
Switzerland,26-05-21,Moderna,2545443
Switzerland,26-05-21,Pfizer/BioNTech,2066845
Switzerland,27-05-21,Moderna,2621749
Switzerland,27-05-21,Pfizer/BioNTech,2099140
Switzerland,28-05-21,Moderna,2694270
Switzerland,28-05-21,Pfizer/BioNTech,2132168
Switzerland,29-05-21,Moderna,2732854
Switzerland,29-05-21,Pfizer/BioNTech,2148152
Switzerland,30-05-21,Moderna,2748443
Switzerland,30-05-21,Pfizer/BioNTech,2157218
Switzerland,31-05-21,Moderna,2808020
Switzerland,31-05-21,Pfizer/BioNTech,2191101
Switzerland,01-06-21,Moderna,2881320
Switzerland,01-06-21,Pfizer/BioNTech,2226591
Switzerland,02-06-21,Moderna,2963168
Switzerland,02-06-21,Pfizer/BioNTech,2257473
Switzerland,03-06-21,Moderna,3042324
Switzerland,03-06-21,Pfizer/BioNTech,2281968
Switzerland,04-06-21,Moderna,3128449
Switzerland,04-06-21,Pfizer/BioNTech,2307279
Switzerland,05-06-21,Moderna,3184130
Switzerland,05-06-21,Pfizer/BioNTech,2325248
Switzerland,06-06-21,Moderna,3204287
Switzerland,06-06-21,Pfizer/BioNTech,2332797
Switzerland,07-06-21,Moderna,3282947
Switzerland,07-06-21,Pfizer/BioNTech,2356285
Switzerland,08-06-21,Moderna,3370683
Switzerland,08-06-21,Pfizer/BioNTech,2380888
Switzerland,09-06-21,Moderna,3459462
Switzerland,09-06-21,Pfizer/BioNTech,2405236
Switzerland,10-06-21,Moderna,3543481
Switzerland,10-06-21,Pfizer/BioNTech,2427204
Switzerland,11-06-21,Moderna,3626950
Switzerland,11-06-21,Pfizer/BioNTech,2452379
Switzerland,12-06-21,Moderna,3680597
Switzerland,12-06-21,Pfizer/BioNTech,2469955
Switzerland,13-06-21,Moderna,3699917
Switzerland,13-06-21,Pfizer/BioNTech,2477436
Switzerland,14-06-21,Moderna,3776403
Switzerland,14-06-21,Pfizer/BioNTech,2499157
Switzerland,15-06-21,Moderna,3860171
Switzerland,15-06-21,Pfizer/BioNTech,2520010
Switzerland,16-06-21,Moderna,3945376
Switzerland,16-06-21,Pfizer/BioNTech,2538424
Switzerland,17-06-21,Moderna,4033699
Switzerland,17-06-21,Pfizer/BioNTech,2556947
Switzerland,18-06-21,Moderna,4116627
Switzerland,18-06-21,Pfizer/BioNTech,2576878
Switzerland,19-06-21,Moderna,4164269
Switzerland,19-06-21,Pfizer/BioNTech,2592458
Switzerland,20-06-21,Moderna,4180256
Switzerland,20-06-21,Pfizer/BioNTech,2597291
Switzerland,21-06-21,Moderna,4251486
Switzerland,21-06-21,Pfizer/BioNTech,2614301
Switzerland,22-06-21,Moderna,4328046
Switzerland,22-06-21,Pfizer/BioNTech,2630207
Switzerland,23-06-21,Moderna,4403318
Switzerland,23-06-21,Pfizer/BioNTech,2644921
Switzerland,24-06-21,Moderna,4476948
Switzerland,24-06-21,Pfizer/BioNTech,2659819
Switzerland,25-06-21,Moderna,4547358
Switzerland,25-06-21,Pfizer/BioNTech,2676924
Switzerland,26-06-21,Moderna,4588016
Switzerland,26-06-21,Pfizer/BioNTech,2687067
Switzerland,27-06-21,Moderna,4601549
Switzerland,27-06-21,Pfizer/BioNTech,2691842
Switzerland,28-06-21,Moderna,4664033
Switzerland,28-06-21,Pfizer/BioNTech,2704190
Switzerland,29-06-21,Moderna,4729176
Switzerland,29-06-21,Pfizer/BioNTech,2718382
Switzerland,30-06-21,Moderna,4798250
Switzerland,30-06-21,Pfizer/BioNTech,2732323
Switzerland,01-07-21,Moderna,4859094
Switzerland,01-07-21,Pfizer/BioNTech,2744127
Switzerland,02-07-21,Moderna,4922488
Switzerland,02-07-21,Pfizer/BioNTech,2754657
Switzerland,03-07-21,Moderna,4962149
Switzerland,03-07-21,Pfizer/BioNTech,2762247
Switzerland,04-07-21,Moderna,4973985
Switzerland,04-07-21,Pfizer/BioNTech,2765354
Switzerland,05-07-21,Moderna,5033050
Switzerland,05-07-21,Pfizer/BioNTech,2777768
Switzerland,06-07-21,Moderna,5094643
Switzerland,06-07-21,Pfizer/BioNTech,2789193
Switzerland,07-07-21,Moderna,5153099
Switzerland,07-07-21,Pfizer/BioNTech,2800936
Switzerland,08-07-21,Moderna,5212614
Switzerland,08-07-21,Pfizer/BioNTech,2812771
Switzerland,09-07-21,Moderna,5269501
Switzerland,09-07-21,Pfizer/BioNTech,2826386
Switzerland,10-07-21,Moderna,5302196
Switzerland,10-07-21,Pfizer/BioNTech,2835711
Switzerland,11-07-21,Moderna,5311589
Switzerland,11-07-21,Pfizer/BioNTech,2837996
Switzerland,12-07-21,Moderna,5366360
Switzerland,12-07-21,Pfizer/BioNTech,2852543
Switzerland,13-07-21,Moderna,5422101
Switzerland,13-07-21,Pfizer/BioNTech,2865486
Switzerland,14-07-21,Moderna,5471678
Switzerland,14-07-21,Pfizer/BioNTech,2877723
Switzerland,15-07-21,Moderna,5522213
Switzerland,15-07-21,Pfizer/BioNTech,2888006
Switzerland,16-07-21,Moderna,5571735
Switzerland,16-07-21,Pfizer/BioNTech,2898910
Switzerland,17-07-21,Moderna,5597461
Switzerland,17-07-21,Pfizer/BioNTech,2906308
Switzerland,18-07-21,Moderna,5603905
Switzerland,18-07-21,Pfizer/BioNTech,2907709
Switzerland,19-07-21,Moderna,5653573
Switzerland,19-07-21,Pfizer/BioNTech,2921874
Switzerland,20-07-21,Moderna,5698429
Switzerland,20-07-21,Pfizer/BioNTech,2932312
Switzerland,21-07-21,Moderna,5738497
Switzerland,21-07-21,Pfizer/BioNTech,2941633
Switzerland,22-07-21,Moderna,5774124
Switzerland,22-07-21,Pfizer/BioNTech,2950718
Switzerland,23-07-21,Moderna,5812168
Switzerland,23-07-21,Pfizer/BioNTech,2961014
Switzerland,24-07-21,Moderna,5832132
Switzerland,24-07-21,Pfizer/BioNTech,2966651
Switzerland,25-07-21,Moderna,5836157
Switzerland,25-07-21,Pfizer/BioNTech,2967511
Switzerland,26-07-21,Moderna,5869582
Switzerland,26-07-21,Pfizer/BioNTech,2976868
Switzerland,27-07-21,Moderna,5897258
Switzerland,27-07-21,Pfizer/BioNTech,2984706
Switzerland,28-07-21,Moderna,5920241
Switzerland,28-07-21,Pfizer/BioNTech,2993310
Switzerland,29-07-21,Moderna,5943441
Switzerland,29-07-21,Pfizer/BioNTech,3000760
Switzerland,30-07-21,Moderna,5966549
Switzerland,30-07-21,Pfizer/BioNTech,3009162
Switzerland,31-07-21,Moderna,5974354
Switzerland,31-07-21,Pfizer/BioNTech,3012732
Switzerland,01-08-21,Moderna,5974814
Switzerland,01-08-21,Pfizer/BioNTech,3013745
Switzerland,02-08-21,Moderna,5988801
Switzerland,02-08-21,Pfizer/BioNTech,3021416
Switzerland,03-08-21,Moderna,6008842
Switzerland,03-08-21,Pfizer/BioNTech,3027852
Switzerland,04-08-21,Moderna,6024779
Switzerland,04-08-21,Pfizer/BioNTech,3035685
